age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
31,2.17,1.52,1.89,5.171994382,272.9155394,100,3,3,0,5.398,Low,31.74488711
26,11.1,9.13,,9.302985912,233.9268085,87.22,1,4,1,9.666,High,
34,,3.86,0.89,8.459930075,28.74718272,99.55,0,2,0,2.983,Medium,38.00453644
18,15.3,6.6,5.05,6.417467471,200.2878301,99.31,2,9,1,5.245,,21.44072434
23,11.99,,1.94,5.092130862,277.5246412,78.9,3,1,1,10.873,High,-8.363244642
20,4.11,2.82,2.22,6.461720863,286.0511622,100,0,1,0,6.749,Medium,41.78920361
,4.65,3.68,7.19,4.098403112,268.5768045,100,3,5,0,5.028,Medium,72.80576832
39,8.63,2.62,3.74,6.344369898,169.9771692,100,1,3,1,6.193,Medium,48.65932371
36,11.65,10.43,3.14,5.999155828,63.24011725,73.16,2,3,1,5.863,High,1.590117807
36,11.16,4.57,5.79,7.500390838,318.8751543,100,2,6,1,9.723,Medium,60.21652883
35,7.03,4.09,7.28,4.362193045,22.31161078,100,3,6,1,1.911,Medium,62.5219073
35,,8.19,,8.423510178,121.9524494,81.66,2,3,1,7.075,High,6.62361498
16,3.36,1.46,3.59,5.838058635,148.6558481,100,2,1,0,3.923,Low,57.08999638
38,11.77,6.9,,6.79722371,144.9207059,97.39,1,1,1,7.338,High,-4.905456719
22,17.46,4.42,2.55,8.157176514,392.0064689,100,0,3,1,9.155,Medium,30.55965634
25,3.64,1.95,6.18,7.239374372,133.966792,100,1,9,0,2.826,Low,77.44345469
27,4.99,2.03,7.77,6.484127098,117.2532319,100,3,6,0,2.684,Medium,92.8705094
,3,1.55,7.55,6.210372036,44.07344059,100,3,6,0,-0.265,Low,102.3077399
22,4.72,2.47,2.13,5.486172424,63.27929201,100,2,4,0,3.121,Medium,17.6805073
35,10.16,9.1,1.81,6.86818547,139.8446257,84.25,1,4,1,7.637,High,7.617719456
,5.78,5.18,7.66,5.412428748,17.55829638,100,2,5,0,1.012,High,64.34397016
32,2.88,1.06,3.67,7.79672756,26.49162877,100,1,4,0,1.079,Low,78.00492509
28,5.42,3.99,1.67,7.08657842,258.250609,93.12,1,2,0,7.569,Medium,2.342037217
29,11.81,3.91,5.66,4.206471021,210.4293521,100,2,,1,8.287,Medium,42.29993604
20,8.3,2.64,2.28,5.180265173,240.0509688,99.86,3,1,1,8.286,Medium,27.96835103
25,6.16,2.24,2.14,5.321792757,249.2162448,100,3,,1,7.378,Medium,28.02681764
27,3.67,3.23,7.03,6.443966534,207.6854639,,4,5,0,3.986,Medium,55.93806486
39,11.86,10.25,1.3,6.622705332,189.179174,,2,2,1,10.12,,-8.157127636
15,10.21,4.25,0.52,6.154608895,70.97712868,100,2,3,1,6.769,Medium,16.38144532
20,,1.91,2.15,7.496427434,147.8171589,100,0,2,0,,Low,37.11277698
23,2.7,1.2,4.86,5.02028057,274.780366,100,4,2,0,5.552,Low,67.64432338
22,2.57,1.57,0.98,8.900724508,34.51543629,100,,2,0,1.471,Low,59.68689467
25,3.2,2.05,3.77,6.702572296,290.2525108,100,4,4,0,6.229,Medium,39.42015439
36,7.81,3.38,5.02,5.016391705,24.19658952,100,4,7,1,2.919,,67.16345758
33,11.29,,6.79,8.060489137,51.39419384,100,1,5,1,4.408,High,39.750543
38,6.97,3.39,1.84,8.176561814,33.66209955,100,1,2,1,4.053,Medium,4.247647586
23,10.43,8.9,6.54,6.142772527,217.0729589,87.26,3,9,1,7.093,High,14.99812353
31,6.46,4.48,1.88,7.991449815,91.42319037,100,0,4,1,4.286,Medium,
26,9.09,5.11,5.41,8.183919968,224.9984242,100,0,5,1,7.422,High,32.29236269
39,9.32,7.21,3.45,8.294757297,104.7390147,94.56,2,4,1,6.025,High,7.069956996
28,3.74,2.96,0.92,4.208521057,140.492734,92.57,3,2,0,4.354,Medium,5.161430735
29,5.61,2.66,5.71,8.216690898,181.5619448,100,2,5,0,5.052,Medium,75.45983698
30,8.37,4.22,1.74,7.806467777,153.252657,100,0,3,1,6.683,Medium,13.26104237
36,2.71,2.33,1.41,7.117470521,85.54111158,100,2,1,0,2.812,Medium,28.07209684
36,,2.24,2.87,8.44410358,73.95545996,100,1,4,0,3.229,Medium,54.96499852
34,7.35,2.39,5.23,8.87577776,153.7313942,100,1,8,1,5.366,Medium,68.93749996
15,11.96,6.85,1.87,5.875241841,132.6223074,79.11,1,3,1,8.539,High,-8.227568172
24,6.75,5.27,1.47,4.281822356,230.1937235,79.87,4,1,1,7.474,High,-3.328776681
22,10.16,7.75,0.08,6.194881909,231.9291264,77.99,2,3,1,10.056,High,-0.694041922
32,6.32,,3.77,4.191584711,310.4488743,84.62,2,1,1,7.849,High,26.29311508
15,9.96,6.17,3.43,4.755165961,118.4221759,88.08,3,2,1,6.231,,6.943957735
16,7.95,2.86,1.87,7.720332786,297.3185126,97.76,0,1,1,9.014,Medium,23.77254604
15,16.305,7.1,0.43,6.242698258,257.9935978,83.38,2,2,1,8.226,High,-0.80108811
15,6.11,4.69,3.43,7.696084038,215.128455,100,1,1,1,5.746,,14.20385372
23,8.04,2.86,6.31,7.916681672,25.63180441,100,0,6,1,2.867,Medium,69.55302264
27,8.3,3.35,5.72,6.602070113,176.5127617,100,0,8,1,5.774,Medium,29.771765
15,6.17,1.9,,,285.4764484,100,1,9,1,6.338,,82.49568799
27,3.44,2.26,0.08,4.202793762,133.2518164,87.53,2,4,0,4.676,Medium,11.11510555
34,4.41,2.45,7.73,8.035591736,576.158602,100,0,9,0,4.851,Medium,
36,2.17,1.52,2.73,7.38020786,73.63743839,100,0,3,0,1.486,Low,67.63738729
21,10.74,9.55,7.92,6.587352019,228.5356505,,2,5,1,7.434,High,18.89378913
16,4.36,1.47,2.02,5.399756104,181.9967313,100,2,2,0,5.574,Low,40.96183789
20,4.12,3.47,3.77,5.242035339,168.6672775,100,4,4,0,4.929,Medium,28.98450832
21,9.36,7.38,2.83,7.79686963,156.8570521,91.73,1,1,1,7.091,High,3.126043606
28,5.2,,2.85,8.606983025,86.21348127,100,1,3,0,3.345,Medium,42.84444486
32,7.06,6.24,6.74,,232.5825772,100,0,7,1,6.068,High,56.55791165
29,3.63,1.72,5.97,6.31568284,196.8967558,100,0,5,0,3.724,Low,87.54153987
16,11.6,9.67,7.94,4.508334506,156.4224366,88.1,4,5,1,6.658,High,-1.568345509
24,,8.72,4.91,5.991042414,74.8712233,87.9,2,1,1,5.387,,23.12374073
37,10.64,8.03,3.71,8.843186603,295.5040455,80.08,1,2,1,9.847,High,6.866918655
26,6.07,3.87,0.72,4.443905003,155.3671663,90.76,4,4,1,5.679,Medium,-7.118186928
31,9.62,3.58,7.97,8.173956347,257.0317823,100,2,5,1,7.559,Medium,88.81180569
22,3.44,2.13,4.41,7.746486485,56.137243,100,0,4,0,1.377,Medium,78.01144532
25,2.09,1.07,5.6,9.43708821,288.4317393,100,1,9,0,4.845,Low,74.15752036
17,2.2,1.71,3.25,5.640556327,118.3872375,100,2,4,0,2.305,Low,52.42085921
20,7.87,5.94,4.38,4.915099092,172.0359719,94.96,4,1,1,5.781,High,5.029873579
23,6.55,5.54,7.54,3.907356823,199.3627508,97.79,2,9,1,5.533,High,
20,7.18,2.22,1.33,7.497130642,123.6811415,100,0,2,1,5.431,Medium,20.73730807
23,2.07,1.63,2.34,7.326572451,166.0675813,100,0,3,0,3.393,Low,49.00748474
21,6.23,5.38,1.22,5.087737664,191.9817455,92.99,2,1,1,7.209,High,-2.812332575
23,9.18,7.1,6.34,7.715720562,121.6771252,100,1,6,1,5.268,High,33.2831222
32,6.43,2.43,0.5,5.03831355,59.68317896,100,4,2,1,4.205,Medium,8.534008026
26,9.32,3.25,0.65,5.04866291,39.42672655,100,4,1,1,5.285,Medium,14.87321001
22,4.33,1.35,2.39,6.539299607,232.0722322,100,2,3,0,6.328,Low,27.8853461
22,10.13,6.86,4.11,3.844833325,189.2042587,87.17,2,1,1,7.572,,8.652158104
32,7.88,5.34,3.25,5.098434454,160.3606093,92.81,3,4,1,6.045,,13.81420512
34,4.11,3.67,0.36,5.347509594,132.4256022,91.76,3,2,0,4.527,Medium,0.616583549
29,4.37,2.35,7.66,7.385307278,224.9712927,100,1,9,0,4.747,Medium,96.26027801
21,8.28,4.13,7.62,7.902558369,178.8059281,100,1,9,1,5.594,Medium,96.55835719
25,10.3,6.95,2.23,6.267446899,146.5972968,100,2,3,1,7.001,High,2.626772218
34,6.16,4.9,5.85,8.210988738,43.49391774,,1,7,1,2.185,Medium,73.9584636
30,4.58,3.95,4.63,6.347133901,,100,0,3,0,,Medium,10.21952216
18,10.67,8.34,1.9,5.669431454,184.5953447,67.07,2,1,1,8.565,High,5.27381832
20,8.69,4.83,2.1,7.383754971,67.62707925,99.97,1,3,1,5.475,Medium,-0.991267177
36,6.48,4.41,3.93,7.453243486,255.9914681,100,2,4,1,6.881,Medium,44.87387307
17,6.88,5.6,3.35,7.48258482,,96.4,0,3,1,5.875,High,19.79480991
23,4.04,2.4,2.33,7.325787953,206.2784491,100,2,4,0,5.721,Medium,
24,8.27,3.56,6.46,7.280406995,207.5584402,100,2,5,1,6.957,Medium,60.48147901
28,5.59,2.25,3.85,5.657928697,114.6795285,100,3,3,0,4.1,Medium,13.86049407
,11.96,3.59,5.24,8.16485147,251.3344825,100,0,7,1,9.388,Medium,50.87338389
32,6.8,4.97,1.51,4.843299747,91.1674251,100,4,3,1,4.407,Medium,-1.479800264
36,6.86,2.52,4.27,8.975352351,174.9125057,100,1,4,1,6.309,Medium,56.2611817
26,7.66,3.42,2.54,4.926731892,225.6650528,100,3,3,1,7.888,Medium,16.45293715
37,11.17,5.35,4.21,4.459253002,94.79042407,92.32,2,3,1,6.202,High,12.16046434
26,10.01,6.37,6.25,6.816735158,196.1465263,100,2,5,1,6.95,High,48.68660132
27,6.51,3.51,6.15,5.786633204,52.7703062,100,4,7,1,2.63,Medium,53.82814679
39,9.19,6.48,2.83,8.36053315,188.7599907,89.85,2,1,1,7.266,High,15.90684725
27,7.86,2.62,5.55,5.991856563,109.3246638,100,0,6,1,4.265,Medium,97.23110345
33,6.92,2.59,7.53,8.061437116,227.9197877,100,0,9,1,5.741,Medium,94.19871673
33,3.92,2.35,5.01,5.647681236,109.6727122,100,4,9,0,2.557,Medium,68.41281975
37,6.64,3.33,1.19,4.98415859,250.5547318,91.44,3,2,1,7.983,Medium,12.97493771
28,4.46,2.13,5.44,6.192979791,205.6789327,100,4,8,0,4.518,Medium,
18,11.15,3.79,0.84,7.159296921,121.5800718,100,1,3,1,7.843,Medium,6.676048179
27,5.35,4.48,6.98,6.950871242,162.980402,100,2,7,0,3.741,Medium,62.85826874
22,11.52,8.24,4.13,7.336967117,131.5658563,87.88,2,1,1,6.941,High,-10.28564191
37,7.33,2.73,3.08,8.923878733,44.74970988,100,2,1,1,3.721,Medium,65.75682608
35,8.32,2.82,0.46,7.787674171,230.1772496,90.99,2,3,1,8.282,Medium,23.05391349
37,7.43,6.57,3.05,8.317113232,279.3143432,89.64,0,4,1,8.06,High,17.60790182
33,3.29,2.33,7.23,4.630123337,209.4155066,100,4,9,0,3.556,Medium,62.43688672
26,5.76,3.17,0.17,5.227432386,276.908827,82.63,3,3,0,8.149,Medium,-5.57014648
32,2.99,2.16,3.8,5.941876482,122.1065971,100,3,1,0,3.095,Medium,55.71674811
20,8.23,6.2,7.45,4.780818039,87.79357359,100,2,5,1,3.72,High,71.54215652
32,6.47,4.97,3.16,7.005698273,88.88825958,98.18,2,4,1,4.047,Medium,19.57820788
33,9.78,5.74,3.43,6.315159399,248.6608396,82.05,2,3,1,9.081,High,32.54376145
36,4.2,2.34,4.63,7.363023312,162.0211276,100,2,4,0,,Medium,
19,3.65,1.12,3.7,7.574764852,112.2514673,100,0,2,0,2.975,Low,77.05487302
38,6.06,5.19,1.35,9.225633886,315.1150568,83.81,1,4,1,8.425,High,3.098838238
23,11.27,7.46,0.15,8.314458937,268.8429563,80.62,0,3,1,10.55,High,-0.796886434
17,9.1,3.84,4.88,3.28909703,64.00861674,100,4,4,1,4.066,Medium,46.14324217
24,6.19,,7.37,5.31619188,108.4048573,100,4,5,1,3.524,High,39.06306009
33,7.17,6.09,0.85,4.519522904,181.9833011,93.59,4,2,1,6.67,High,3.146909308
17,2.84,2.54,1.69,5.350374676,47.93292218,100,3,3,0,2.433,Medium,19.45885927
36,11.85,9.77,,6.336472246,208.0456742,72.39,2,1,1,8.957,High,-3.030274411
29,8.66,7.78,6.47,6.382191878,56.27770346,100,0,8,1,3.889,High,14.16672842
15,4.85,2.17,2.15,4.975291326,302.8058641,100,4,2,0,7.46,Medium,17.29693128
21,7.86,6.33,7.06,7.459908957,273.7852062,100,1,9,1,6.932,High,30.02982544
26,3.09,2.45,0.44,7.394767979,292.1488188,98.97,0,4,0,7.353,Medium,17.82460191
,11.66,5.11,7.53,3.506529807,96.84876311,100,3,7,1,5.491,,61.29808607
35,3.75,1.35,4.49,6.268415143,147.1145384,100,4,2,0,3.388,Low,62.96297563
38,8.48,7.53,5.27,,49.72308065,97.47,1,5,1,3.599,High,29.88399652
34,4.45,2.13,2.94,6.510758681,136.9529199,100,0,1,0,4.563,Medium,20.31865906
19,9.18,7.55,6.26,5.918095586,165.0391503,100,2,5,1,6.252,High,41.25965512
18,9.77,2.96,1.33,5.492841477,182.3827371,100,3,1,1,8.206,Medium,19.34440652
26,8.73,2.73,0.39,4.95683259,,92.72,2,1,1,8.328,Medium,5.210728389
,8.14,4.72,3.16,,61.06058186,95.53,2,1,1,3.742,Medium,8.214043288
38,10.92,4.84,6.83,8.216822753,182.1410899,100,0,9,1,7.171,Medium,56.69053203
32,2.79,1.99,6.04,5.07598928,141.1497634,100,3,7,0,2.083,Low,50.8242373
31,5.31,3.39,4.14,4.984053818,247.6044709,97.55,4,3,0,6.873,Medium,32.83342465
33,4.48,1.55,,4.53977261,148.4796566,100,2,2,0,3.206,Low,61.88035705
23,11.88,4.72,1.04,7.790137121,162.7843028,94.69,2,2,1,8.388,Medium,16.03857651
18,5.89,3.14,6.73,4.391373525,221.469143,,2,5,,5.826,Medium,71.5143104
35,9.33,3.84,6.3,5.373055081,169.4767881,100,3,6,1,6.195,,40.77803672
16,8.85,6.86,5.25,6.717883135,221.9423335,95.22,2,8,1,7.29,High,11.09431032
18,4.12,2.26,3.73,6.483080474,184.9779406,100,1,3,0,4.581,Medium,58.81481996
16,4.39,1.56,7.72,5.668754638,142.7161635,100,4,8,0,2.699,Low,97.34159424
29,4.81,2.84,7.03,4.570605999,22.64309077,100,3,8,0,,Medium,62.21501847
16,6.11,2.17,5.16,8.009859294,137.110849,100,0,5,1,4.007,Medium,80.28646926
18,,1.64,2.97,8.421303414,260.8058406,100,2,4,,,Low,66.66963385
20,2.2,0.98,4.94,5.697333395,38.22776,100,2,1,0,0.398,Low,60.21399751
21,10.79,8.8,4.6,4.112979978,275.3562676,67.84,4,2,1,9.275,High,0.04063694
24,11.66,9.97,3.15,4.497100821,287.2562413,61.22,3,2,1,10.145,High,-2.408242327
33,5.42,4.31,2.45,8.120099675,248.2547536,96.75,0,3,0,6.595,Medium,4.771984194
33,5.39,2.7,3.26,6.898238825,254.2018623,100,2,4,0,6.577,Medium,40.02318045
36,2.07,0.96,4.59,7.974410018,292.9431781,100,2,4,0,5.278,Low,74.03198026
26,8.8,5.54,3.43,8.305428124,244.0132822,98.26,1,2,1,8.151,High,19.88354176
17,10.25,7.51,2.11,8.767380704,51.27763733,100,0,1,1,5.032,High,-4.062085407
27,3.47,3.11,6.09,8.681779848,19.40153714,100,2,5,0,0.568,Medium,
32,3.6,1.36,4.25,7.518061513,162.6703813,100,0,2,0,3.505,Low,34.69754852
22,9.9,3.26,,6.487688333,57.32663856,96.4,0,3,1,,Medium,28.88189895
35,8.16,5.85,2.95,5.717468172,260.0710753,79.67,3,2,1,8.075,High,4.152548199
29,2.45,1.96,7.08,6.864615039,274.3303788,100,2,8,0,4.181,Low,75.47776894
15,,6.65,6.04,6.272572674,228.8593507,100,2,5,1,6.663,High,48.58061301
17,5.09,3.6,2.59,7.074071424,171.9564771,100,0,4,0,4.828,Medium,25.78682517
22,5.69,4.96,7.51,4.730638587,208.7047846,100,2,6,0,4.532,Medium,54.46357973
,9.7,5.88,0.61,7.674432864,73.32479795,87.94,0,2,1,5.927,High,-10.75705795
30,10.11,8.58,7.69,6.339839025,15.69250364,100,1,7,1,3.288,High,56.98676904
37,6,5.28,1.97,6.719113603,287.0521944,91.93,2,4,0,8.389,High,3.221998381
24,11.47,9.27,0.07,5.915047527,49.06441513,65.5,4,4,1,6.634,High,-5.86937531
26,6.06,2.94,3.47,6.221627597,78.3888771,100,0,1,1,3.389,Medium,53.94222153
28,9.72,4.06,2.87,4.702928204,63.29250465,95.58,,4,1,5.759,Medium,25.30225874
28,6.84,4.3,4.31,8.747483461,53.90256468,100,2,4,1,3.387,Medium,40.98522547
16,10.98,6.28,6.37,6.696592439,190.4179955,100,2,7,1,7.459,High,34.38307618
37,11.08,9.16,6.74,5.560705108,152.9839149,94.02,3,6,1,6.278,High,14.96871925
19,2.87,,3.21,4.028576001,272.7895063,100,4,3,0,6.232,Low,33.24449352
19,11.36,5.16,3.44,7.857184431,171.0080084,100,0,4,1,8.648,High,19.39980107
20,10.26,7.71,1.19,4.531965713,60.98724191,69.37,4,2,1,6.213,High,1.243173555
,9.91,3.54,0.38,9.255164284,216.9830864,85.83,2,4,1,9.041,Medium,27.09671796
23,4.01,1.97,5.13,7.139854346,213.633477,100,2,6,0,4.726,Low,66.75645058
36,10.05,5.35,0.52,5.421473316,45.42233921,93.76,4,3,1,6.049,High,0.411512543
29,10.5,7.07,5.87,7.153737509,92.33909543,100,0,5,1,5.429,High,54.41544845
28,4.89,1.93,4.31,5.207277785,201.9236849,100,2,3,0,5.312,Low,49.20291374
,11.52,9.4,1.59,8.113276215,99.48287294,78.19,0,1,1,7.563,High,5.967057704
21,2.5,1.42,4.32,4.948076914,40.23594992,100,3,,0,0.834,Low,54.85012934
39,3.5,2.98,1.46,8.954649445,136.415403,100,1,2,0,3.752,Medium,32.09976922
34,7.38,4.29,3.51,6.861594335,189.5167622,100,1,3,1,6.197,Medium,22.8491723
16,7.76,3.61,6.4,8.631071139,223.406193,100,2,9,1,6.5,Medium,50.29478957
21,8.45,3.25,3.7,3.9679183,121.7791266,100,2,4,1,5.375,Medium,24.21334512
20,2.17,,1.19,,64.62270552,100,2,1,0,1.888,Low,24.70337343
31,11.6,7.18,5.79,8.211865437,171.0601663,98.73,2,6,1,7.723,High,9.338033497
39,2.45,0.89,,,76.33315694,100,0,3,0,2.258,Low,42.66037541
39,3.43,1.84,5.91,4.362526151,90.64659995,100,3,8,0,1.762,Low,65.33843342
16,2.14,1.4,3.83,6.16680594,70.1840104,100,3,4,0,1.141,Low,54.38988916
17,7.67,3.57,3.63,5.460682878,159.907072,100,4,2,1,5.766,Medium,26.36272918
,11.32,4.59,6.81,7.133662529,,100,0,9,1,,Medium,
19,8.66,6.62,5.67,5.947385378,16.24817652,100,4,9,1,3.029,High,30.56367328
15,10.23,8.88,0.26,4.718618645,176.703647,66.41,4,4,,8.737,High,-0.884143482
22,2.13,0.77,2.37,4.926513837,88.81265142,100,3,2,0,1.934,,40.81874366
26,,2.92,6.97,6.160717594,98.96459336,100,1,9,0,,Medium,82.21503651
,6.6,5.78,0.15,5.01677996,106.4323776,81,3,3,1,5.455,High,10.14778721
18,6.99,2.26,4.36,9.454970386,227.131643,100,0,2,1,6.707,Medium,59.13153138
27,2.72,2.41,5.82,5.192842976,109.5935832,100,4,8,0,1.754,,61.5735896
37,8.84,2.68,4.97,8.768689124,101.2718317,100,1,1,1,4.949,Medium,59.08567339
29,7.03,5.79,6.08,5.956130013,50.45735223,100,1,6,1,2.411,High,52.2520163
25,9.65,4.67,5.81,6.320854924,228.2173679,,2,5,1,7.662,Medium,51.50485761
24,6.85,5.91,5.54,4.806672123,86.73005086,100,3,8,1,3.203,High,28.3053774
17,,1.71,6.57,6.646391066,172.5358596,100,0,9,0,,Low,85.59009857
36,8.48,5.87,5.17,7.02853882,,100,2,7,1,5.989,High,35.2753129
28,3.72,1.29,3.22,5.757409278,264.4950162,100,2,2,0,6.234,Low,44.76234014
30,10.72,4.77,3.78,4.10787743,19.7814509,100,2,3,1,4.626,Medium,13.7833247
24,8.13,6.21,5.73,8.318898866,65.37479334,100,,9,1,3.546,High,55.09730849
24,3.57,2.2,7.01,9.290725965,,100,0,8,0,1.522,Medium,89.18298405
26,11.62,9.96,2.18,6.004508278,187.815498,76.39,0,3,1,8.736,High,0.758685454
23,7.18,4,2.74,6.090888858,258.6428729,100,2,1,1,7.388,Medium,25.74959467
15,2.73,,7.45,5.814394836,128.9703259,100,,8,0,2.29,Medium,79.3109016
19,,4.71,4.63,5.032108486,52.40238393,100,3,3,0,,Medium,38.41719889
34,4.53,4.02,1.43,3.986903736,199.3666536,87.5,3,3,0,5.796,Medium,-7.581032892
22,10.04,8.79,5.31,6.609394555,206.9674483,90.31,1,8,1,7.587,High,12.11044014
25,10.18,5.06,7.93,8.092842551,262.8674483,100,0,5,1,8.011,High,67.11326123
26,11.79,9.8,6.59,3.847992313,158.4360243,77.09,4,5,1,7.378,High,-0.387748498
15,7.02,5.68,5.97,6.975144406,137.1598366,100,1,8,1,4.179,High,40.3536224
39,6.55,2.79,1.66,8.872876482,51.84680387,100,1,3,1,3.377,Medium,40.14243299
36,9.53,6.43,7.01,4.976262844,43.97446208,100,3,8,1,3.542,High,41.34000689
34,3.32,1.14,,5.481965802,34.25639346,100,2,3,0,1.277,Low,51.96941844
39,7.47,5.99,7.11,7.385812448,152.4343616,100,0,7,1,3.662,High,58.68750636
25,7.46,3.02,2.64,5.806149648,113.8450471,96.16,2,4,1,5.438,Medium,25.35603783
19,2.89,0.99,0.5,4.546488653,,100,4,3,0,,Low,11.81839729
29,6.18,3.34,3.81,6.123430887,136.1727551,100,3,3,1,4.707,Medium,18.97216901
19,10.53,6.8,2.16,5.312842865,127.546156,93.75,2,2,1,7.157,High,0.813960203
,10.56,8.58,5.72,8.226787247,182.857893,92.68,2,6,1,7.544,High,25.33131523
,2.99,2.64,7.66,7.603788138,133.669009,100,0,6,0,2.197,Medium,78.66924048
31,2.91,1.64,5.53,6.168585458,129.5669804,100,0,8,0,1.996,Low,60.95897331
31,4.63,1.56,7.1,6.869143556,270.4544901,100,2,7,0,5.385,Low,90.23606892
38,10.75,8.06,3.62,7.793746498,257.289347,78.64,0,1,1,9.609,High,9.322855634
26,3.29,,6.17,4.336136907,171.6314982,100,4,8,0,3.534,Medium,46.72464611
38,9.2,5.23,6.74,5.140297221,240.950122,95.29,3,9,1,7.418,High,22.9467802
29,3.01,1.46,5.69,8.917976131,299.7485384,100,1,5,0,5.738,,83.6484501
29,8.23,4.95,4.06,9.303774902,199.5707202,100,0,2,1,7.077,Medium,49.43253985
20,5.56,2.8,5.01,4.242149423,42.63496113,100,4,,,2.037,Medium,62.804626
26,,7.46,5.6,4.497439745,62.19008585,100,4,9,0,,High,22.31031804
34,4.34,2.72,2.02,5.972889465,249.9232344,100,2,2,0,6.804,Medium,16.12970971
,8.39,6.93,6.48,3.835624509,141.0697104,100,2,7,1,4.811,High,24.27052434
28,4.36,2.73,7.6,7.093064238,202.2467223,100,1,5,0,4.08,Medium,84.34488098
16,9.14,4.05,,4.440244171,228.0264514,95.55,,3,1,,Medium,-0.789925147
23,10.74,8.71,5.61,4.416963865,256.0730325,86.85,4,7,1,8.787,,3.556018894
19,3.27,2.07,5.9,6.344928884,171.5635911,100,1,8,0,3.605,Medium,50.65721708
34,10.67,4.53,5.3,9.497438758,297.8121477,100,1,9,1,9.485,,61.57296613
15,7.94,5.35,4.38,6.059068887,210.4282939,97.58,1,1,1,6.896,High,37.39080127
37,3.27,1.68,7.05,5.619487741,255.306812,100,4,9,0,4.74,Low,70.95299798
17,,5.07,3.59,8.526973304,,100,0,1,1,5.683,High,42.08355907
20,3.61,2.06,0.49,5.944171933,275.9893797,97.72,0,3,0,7.618,Medium,25.39341762
19,9,6.62,6.76,5.673241886,139.2638292,100,3,6,1,5.552,High,21.88050866
35,9.59,3.43,5.39,6.219533659,230.8582792,100,4,5,1,7.418,Medium,59.15015196
19,3.06,1.65,6.79,4.947490282,136.0529455,100,2,9,0,1.653,Low,74.60228213
15,7.06,6.28,1.11,6.635498531,58.74166513,84.47,0,2,1,4.417,High,12.34584387
31,10.15,7.97,0.25,6.930916182,126.45474,67.8,0,3,1,7.24,High,-2.584697077
33,11.36,4.5,7.47,5.78030992,257.0924918,100,2,9,,8.119,Medium,75.05653014
28,7.14,3.33,1.18,3.983834394,11.71262673,100,4,2,1,3.616,Medium,7.848541248
26,11.5,5.73,6.48,,188.3092698,99.26,4,7,1,7.466,High,55.38625073
24,7.36,5.08,6.59,6.516293767,123.8622852,100,1,9,1,4.203,High,
34,5.94,4.48,5.67,3.932091203,245.4182331,100,2,8,0,6.289,Medium,38.00485257
35,10.48,7.86,1.05,4.621324429,,74.34,3,4,1,6.225,High,-2.595160019
32,6.93,4.2,5.34,8.303053398,211.1276843,100,1,9,1,6.343,Medium,64.91470343
38,,5.29,7.11,6.535776718,45.11728848,100,0,6,1,2.027,High,63.1160346
25,6.9,3.88,3.4,5.083965782,191.741056,96.36,2,4,1,6.35,Medium,-7.275837291
16,10.47,3.92,3.31,7.592253196,170.4238061,100,1,1,1,7.962,Medium,39.17638424
39,10.32,6.59,,4.698448683,308.8056614,84.11,2,4,1,9.778,High,4.429608505
32,6.04,5.26,0.66,7.798539647,323.8507967,84.25,1,1,1,8.722,High,-6.568113599
39,5.33,4.13,,7.645155198,23.9028228,100,0,9,0,1.063,Medium,77.04555942
21,6.92,4.48,6.95,8.114953911,262.6940339,100,0,7,1,7.155,Medium,69.62353836
38,7.73,5.32,7.98,7.298279061,234.9355533,100,2,7,1,6.091,High,61.61443339
29,4.38,3.76,4.68,4.294780024,153.8134668,92.65,2,3,0,4.426,Medium,29.92348658
25,9.94,5.54,6.01,8.079050568,74.98806998,100,2,5,1,4.447,High,49.00572697
32,6.86,3.42,1.62,4.672701446,268.1350315,98.19,,2,1,7.984,Medium,4.362543875
37,5.34,4.73,5.34,5.937054309,63.6407648,100,3,8,0,,Medium,45.08921078
26,3.07,,5.2,8.409603386,,,0,9,0,,Medium,90.79210775
20,4.39,2.17,7.21,5.524498882,209.8689283,100,1,5,0,3.832,Medium,64.89467313
34,11.49,6.64,6.65,7.882150663,18.96744045,100,2,8,1,4.25,High,66.77476398
37,5.05,2.77,7.51,4.241234708,52.83019657,100,3,6,0,1.532,Medium,75.0127883
27,3.69,1.44,6.95,6.166130647,130.105015,100,1,9,0,1.96,Low,
34,,5.78,6.95,4.621060855,193.9707112,97.12,2,8,0,,High,46.17623015
30,5.07,2.75,0.51,6.886353552,23.74801516,100,2,2,0,2.842,Medium,-4.782052323
32,2.35,1.94,6.77,4.225185527,167.7598758,100,2,7,0,1.944,Low,67.73879171
24,5.23,2.16,4.86,4.594414714,86.69477704,100,2,4,0,2.797,Medium,44.01439956
37,7.44,4.68,3.04,5.577791569,114.5295284,100,2,4,1,5.028,Medium,16.15068519
22,7.52,2.36,0.45,8.398331334,261.2693565,100,2,4,1,8.945,Medium,20.72994791
32,5.57,4.23,5.42,4.48512135,,100,2,9,0,,Medium,
35,6.47,4.2,,,246.6630682,92.61,0,1,1,,Medium,37.60242253
15,11.66,7.87,3.74,5.369666501,221.9884172,76.75,3,4,1,8.848,High,-4.189227091
37,5.77,1.91,,4.446201432,189.899589,100,4,2,0,,Low,65.28543428
